Lower tier local authorities Code,Lower tier local authorities,Age (61 categories) Code,Age (61 categories),Sex (2 categories) Code,Sex (2 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Tenure of household (7 categories) Code,Tenure of household (7 categories),Observation
E06000023,Bristol,3,Aged 17 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,23
E06000023,Bristol,3,Aged 17 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,16
E06000023,Bristol,3,Aged 17 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,3,Aged 17 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,8
E06000023,Bristol,3,Aged 17 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,21
E06000023,Bristol,3,Aged 17 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,133
E06000023,Bristol,3,Aged 17 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,56
E06000023,Bristol,3,Aged 17 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,32
E06000023,Bristol,3,Aged 17 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,3,Aged 17 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,3,Aged 17 years,2,Male,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,25
E06000023,Bristol,3,Aged 17 years,2,Male,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,56
E06000023,Bristol,3,Aged 17 years,2,Male,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,51
E06000023,Bristol,3,Aged 17 years,2,Male,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,30
E06000023,Bristol,3,Aged 17 years,2,Male,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,19
E06000023,Bristol,3,Aged 17 years,2,Male,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,3
E06000023,Bristol,3,Aged 17 years,2,Male,4,White,-8,Does not apply,0
E06000023,Bristol,3,Aged 17 years,2,Male,4,White,0,Owned: Owns outright,266
E06000023,Bristol,3,Aged 17 years,2,Male,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,725
E06000023,Bristol,3,Aged 17 years,2,Male,4,White,2,Social rented: Rents from council or Local Authority,293
E06000023,Bristol,3,Aged 17 years,2,Male,4,White,3,Social rented: Other social rented,77
E06000023,Bristol,3,Aged 17 years,2,Male,4,White,4,Private rented: Private landlord or letting agency,166
E06000023,Bristol,3,Aged 17 years,2,Male,4,White,5,Private rented: Other private rented or lives rent free,15
E06000023,Bristol,3,Aged 17 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,3,Aged 17 years,2,Male,5,Other ethnic group,0,Owned: Owns outright,5
E06000023,Bristol,3,Aged 17 years,2,Male,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,17
E06000023,Bristol,3,Aged 17 years,2,Male,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,19
E06000023,Bristol,3,Aged 17 years,2,Male,5,Other ethnic group,3,Social rented: Other social rented,1
E06000023,Bristol,3,Aged 17 years,2,Male,5,Other ethnic group,4,Private rented: Private landlord or letting agency,19
E06000023,Bristol,3,Aged 17 years,2,Male,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,4,Aged 18 years,1,Female,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,4,Aged 18 years,1,Female,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,4,Aged 18 years,1,Female,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,4,Aged 18 years,1,Female,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,4,Aged 18 years,1,Female,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,4,Aged 18 years,1,Female,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,4,Aged 18 years,1,Female,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,4,Aged 18 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,4,Aged 18 years,1,Female,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,30
E06000023,Bristol,4,Aged 18 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,81
E06000023,Bristol,4,Aged 18 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,36
E06000023,Bristol,4,Aged 18 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,14
E06000023,Bristol,4,Aged 18 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,26
E06000023,Bristol,4,Aged 18 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,5
E06000023,Bristol,4,Aged 18 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,4,Aged 18 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,7
E06000023,Bristol,4,Aged 18 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,23
E06000023,Bristol,4,Aged 18 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,108
E06000023,Bristol,4,Aged 18 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,54
E06000023,Bristol,4,Aged 18 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,31
E06000023,Bristol,4,Aged 18 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,6
E06000023,Bristol,4,Aged 18 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,4,Aged 18 years,1,Female,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,23
E06000023,Bristol,4,Aged 18 years,1,Female,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,42
E06000023,Bristol,4,Aged 18 years,1,Female,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,30
E06000023,Bristol,4,Aged 18 years,1,Female,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,19
E06000023,Bristol,4,Aged 18 years,1,Female,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,21
E06000023,Bristol,4,Aged 18 years,1,Female,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,5
E06000023,Bristol,4,Aged 18 years,1,Female,4,White,-8,Does not apply,0
E06000023,Bristol,4,Aged 18 years,1,Female,4,White,0,Owned: Owns outright,218
E06000023,Bristol,4,Aged 18 years,1,Female,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,556
E06000023,Bristol,4,Aged 18 years,1,Female,4,White,2,Social rented: Rents from council or Local Authority,270
E06000023,Bristol,4,Aged 18 years,1,Female,4,White,3,Social rented: Other social rented,86
E06000023,Bristol,4,Aged 18 years,1,Female,4,White,4,Private rented: Private landlord or letting agency,183
E06000023,Bristol,4,Aged 18 years,1,Female,4,White,5,Private rented: Other private rented or lives rent free,14
E06000023,Bristol,4,Aged 18 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,4,Aged 18 years,1,Female,5,Other ethnic group,0,Owned: Owns outright,4
E06000023,Bristol,4,Aged 18 years,1,Female,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,9
E06000023,Bristol,4,Aged 18 years,1,Female,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,13
E06000023,Bristol,4,Aged 18 years,1,Female,5,Other ethnic group,3,Social rented: Other social rented,6
E06000023,Bristol,4,Aged 18 years,1,Female,5,Other ethnic group,4,Private rented: Private landlord or letting agency,9
E06000023,Bristol,4,Aged 18 years,1,Female,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,4,Aged 18 years,2,Male,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,4,Aged 18 years,2,Male,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,4,Aged 18 years,2,Male,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,4,Aged 18 years,2,Male,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,4,Aged 18 years,2,Male,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,4,Aged 18 years,2,Male,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,4,Aged 18 years,2,Male,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,4,Aged 18 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,4,Aged 18 years,2,Male,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,27
E06000023,Bristol,4,Aged 18 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,94
E06000023,Bristol,4,Aged 18 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,29
E06000023,Bristol,4,Aged 18 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,13
E06000023,Bristol,4,Aged 18 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,34
E06000023,Bristol,4,Aged 18 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,7
E06000023,Bristol,4,Aged 18 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,4,Aged 18 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,8
E06000023,Bristol,4,Aged 18 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,25
E06000023,Bristol,4,Aged 18 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,119
E06000023,Bristol,4,Aged 18 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,53
E06000023,Bristol,4,Aged 18 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,44
E06000023,Bristol,4,Aged 18 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,6
E06000023,Bristol,4,Aged 18 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,4,Aged 18 years,2,Male,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,17
E06000023,Bristol,4,Aged 18 years,2,Male,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,58
E06000023,Bristol,4,Aged 18 years,2,Male,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,45
E06000023,Bristol,4,Aged 18 years,2,Male,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,21
E06000023,Bristol,4,Aged 18 years,2,Male,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,22
E06000023,Bristol,4,Aged 18 years,2,Male,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,4
E06000023,Bristol,4,Aged 18 years,2,Male,4,White,-8,Does not apply,0
E06000023,Bristol,4,Aged 18 years,2,Male,4,White,0,Owned: Owns outright,216
E06000023,Bristol,4,Aged 18 years,2,Male,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,581
E06000023,Bristol,4,Aged 18 years,2,Male,4,White,2,Social rented: Rents from council or Local Authority,277
E06000023,Bristol,4,Aged 18 years,2,Male,4,White,3,Social rented: Other social rented,101
E06000023,Bristol,4,Aged 18 years,2,Male,4,White,4,Private rented: Private landlord or letting agency,182
E06000023,Bristol,4,Aged 18 years,2,Male,4,White,5,Private rented: Other private rented or lives rent free,26
E06000023,Bristol,4,Aged 18 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,4,Aged 18 years,2,Male,5,Other ethnic group,0,Owned: Owns outright,3
E06000023,Bristol,4,Aged 18 years,2,Male,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,5
E06000023,Bristol,4,Aged 18 years,2,Male,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,13
E06000023,Bristol,4,Aged 18 years,2,Male,5,Other ethnic group,3,Social rented: Other social rented,4
E06000023,Bristol,4,Aged 18 years,2,Male,5,Other ethnic group,4,Private rented: Private landlord or letting agency,13
E06000023,Bristol,4,Aged 18 years,2,Male,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,2
E06000023,Bristol,5,Aged 19 years,1,Female,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,5,Aged 19 years,1,Female,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,5,Aged 19 years,1,Female,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,5,Aged 19 years,1,Female,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,5,Aged 19 years,1,Female,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,5,Aged 19 years,1,Female,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,5,Aged 19 years,1,Female,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,5,Aged 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,5,Aged 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,25
E06000023,Bristol,5,Aged 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,71
E06000023,Bristol,5,Aged 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,17
E06000023,Bristol,5,Aged 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,5
E06000023,Bristol,5,Aged 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,103
E06000023,Bristol,5,Aged 19 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,4
E06000023,Bristol,5,Aged 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,5,Aged 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,6
E06000023,Bristol,5,Aged 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,23
E06000023,Bristol,5,Aged 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,73
E06000023,Bristol,5,Aged 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,30
E06000023,Bristol,5,Aged 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,38
E06000023,Bristol,5,Aged 19 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,6
E06000023,Bristol,5,Aged 19 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,5,Aged 19 years,1,Female,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,14
E06000023,Bristol,5,Aged 19 years,1,Female,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,30
E06000023,Bristol,5,Aged 19 years,1,Female,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,26
E06000023,Bristol,5,Aged 19 years,1,Female,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,18
E06000023,Bristol,5,Aged 19 years,1,Female,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,98
E06000023,Bristol,5,Aged 19 years,1,Female,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,4
E06000023,Bristol,5,Aged 19 years,1,Female,4,White,-8,Does not apply,0
E06000023,Bristol,5,Aged 19 years,1,Female,4,White,0,Owned: Owns outright,172
E06000023,Bristol,5,Aged 19 years,1,Female,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,483
E06000023,Bristol,5,Aged 19 years,1,Female,4,White,2,Social rented: Rents from council or Local Authority,235
E06000023,Bristol,5,Aged 19 years,1,Female,4,White,3,Social rented: Other social rented,89
E06000023,Bristol,5,Aged 19 years,1,Female,4,White,4,Private rented: Private landlord or letting agency,998
E06000023,Bristol,5,Aged 19 years,1,Female,4,White,5,Private rented: Other private rented or lives rent free,32
